emp_no,first_name,last_name,title,from_date,to_date,birth_date
265039,Navid,Staudhammer,Senior Staff,2000-10-18,9999-01-01,1965-01-03
470472,Zhiguo,Staudhammer,Senior Engineer,1991-12-03,9999-01-01,1965-02-01
276027,Holgard,Stavenow,Senior Staff,1995-02-28,9999-01-01,1965-01-04
240340,Mack,Staylopatis,Senior Engineer,1991-04-02,9999-01-01,1965-01-14
281848,Parke,Staylopatis,Senior Engineer,1999-07-31,9999-01-01,1965-01-29
29679,Kolar,Steenbeek,Senior Engineer,1986-10-18,9999-01-01,1965-01-17
293280,Moti,Steenbeek,Senior Engineer,1993-01-21,9999-01-01,1965-01-24
108316,Shai,Stellhorn,Senior Engineer,1992-05-21,9999-01-01,1965-01-02
60559,Jeanna,Stemann,Senior Engineer,1996-08-29,9999-01-01,1965-01-19
210752,Saniya,Stenning,Senior Staff,1991-12-10,9999-01-01,1965-01-25
466367,Hiroyasu,Strandh,Senior Staff,1997-06-05,9999-01-01,1965-01-05
432121,Alair,Straney,Senior Staff,1992-11-14,9999-01-01,1965-01-06
469735,Arif,Stranks,Senior Engineer,1992-11-16,9999-01-01,1965-01-30
423204,Uma,Stranks,Senior Staff,1996-09-12,9999-01-01,1965-01-08
423038,Takushi,Strehl,Senior Staff,1988-10-04,9999-01-01,1965-01-20
246798,Tianruo,Strooper,Senior Staff,1999-10-28,9999-01-01,1965-01-09
39952,Otmar,Sudbeck,Staff,1998-07-22,9999-01-01,1965-01-02
248953,Percy,Sudbeck,Assistant Engineer,1996-08-29,9999-01-01,1965-01-29
12408,Rasiah,Sudkamp,Senior Engineer,1995-04-18,9999-01-01,1965-01-10
242104,Richara,Sudkamp,Senior Staff,1994-09-05,9999-01-01,1965-01-05
222952,Gopalakrishnan,Suermann,Senior Engineer,1998-04-30,9999-01-01,1965-01-28
216502,Xiaocheng,Suermann,Engineer,1997-12-15,9999-01-01,1965-01-26
440325,Douadi,Sullins,Senior Staff,1999-09-25,9999-01-01,1965-01-10
58147,Shigenori,Sullins,Senior Staff,1988-02-24,9999-01-01,1965-01-09
28974,Chenxi,Sundgren,Senior Engineer,1986-09-02,9999-01-01,1965-01-09
233397,Fay,Sundgren,Senior Staff,1998-07-07,9999-01-01,1965-01-16
238252,Uno,Suppi,Staff,1996-12-27,9999-01-01,1965-01-09
101487,Abdelaziz,Sury,Senior Staff,1999-01-31,9999-01-01,1965-01-14
244605,Masoud,Suwa,Senior Staff,1997-11-25,9999-01-01,1965-01-22
103310,Visit,Swen,Senior Staff,2000-10-01,9999-01-01,1965-01-07
16528,Gaurav,Swick,Engineer,2001-05-07,9999-01-01,1965-01-21
276184,Mari,Swick,Senior Staff,1991-04-08,9999-01-01,1965-01-10
288606,Susumu,Swiss,Senior Staff,1996-11-14,9999-01-01,1965-01-21
264322,Leandro,Swist,Senior Staff,1997-01-05,9999-01-01,1965-01-03
438557,Lidong,Swist,Engineer,1999-09-16,9999-01-01,1965-01-30
448994,Haldun,Syang,Staff,1997-02-11,9999-01-01,1965-01-12
298953,Zita,Syang,Staff,1998-12-29,9999-01-01,1965-02-01
55640,Adit,Syrotiuk,Senior Engineer,1999-07-16,9999-01-01,1965-01-25
72918,Takahira,Szilard,Senior Staff,1993-01-15,9999-01-01,1965-01-22
267227,Susuma,Tagansky,Senior Engineer,2001-01-21,9999-01-01,1965-01-10
71710,Hitomi,Takanami,Assistant Engineer,1997-12-15,9999-01-01,1965-01-31
453644,Berni,Takkinen,Senior Staff,1997-06-08,9999-01-01,1965-01-07
35642,Ashish,Talmon,Senior Engineer,2002-06-13,9999-01-01,1965-01-30
448900,Mart,Talmor,Staff,1999-05-11,9999-01-01,1965-01-16
483978,Dung,Tanemo,Senior Staff,1995-01-28,9999-01-01,1965-01-24
63294,Tetsushi,Tanemo,Senior Engineer,2002-03-01,9999-01-01,1965-01-23
65171,Jeane,Tasistro,Technique Leader,1994-07-06,9999-01-01,1965-01-25
96579,Mohan,Tasistro,Engineer,1996-02-10,9999-01-01,1965-01-18
229386,Pohua,Tasistro,Technique Leader,1989-06-02,9999-01-01,1965-01-03
413098,Hsiangchu,Taubenfeld,Senior Staff,1999-04-17,9999-01-01,1965-01-26
85874,Pasqua,Taubman,Senior Staff,1986-06-23,9999-01-01,1965-01-30
14075,Denny,Tchuente,Engineer,1998-05-30,9999-01-01,1965-01-03
268191,LiMin,Teitelbaum,Senior Engineer,1995-11-01,9999-01-01,1965-01-07
267059,Moie,Tempesti,Senior Staff,2000-06-28,9999-01-01,1965-01-09
102620,Adin,Templeman,Engineer,1997-12-10,9999-01-01,1965-01-03
201739,Genta,Terekhov,Assistant Engineer,1998-07-21,9999-01-01,1965-01-16
229248,Harjit,Terekhov,Staff,1995-10-19,9999-01-01,1965-01-27
297474,Irena,Terkki,Staff,1998-03-11,9999-01-01,1965-01-13
234195,Luerbio,Terkki,Senior Staff,1998-05-14,9999-01-01,1965-01-07
253838,Stafford,Terlouw,Assistant Engineer,1999-02-21,9999-01-01,1965-01-28
423214,Tsutomu,Tetzlaff,Senior Staff,1993-09-23,9999-01-01,1965-01-31
82351,Stevo,Thambidurai,Senior Staff,1989-10-27,9999-01-01,1965-01-26
437395,Sumant,Thambidurai,Senior Staff,2000-01-02,9999-01-01,1965-01-21
89090,Tetsushi,Theuretzbacher,Senior Staff,1995-02-01,9999-01-01,1965-01-26
66702,Deniz,Thibadeau,Senior Engineer,2000-09-26,9999-01-01,1965-02-01
203720,Sasan,Thimonier,Senior Staff,1996-08-21,9999-01-01,1965-01-30
253029,Thodoros,Thimonier,Engineer,1995-04-05,9999-01-01,1965-01-13
431657,Visit,Thiran,Senior Engineer,1991-11-14,9999-01-01,1965-01-31
421755,Shichao,Thiria,Senior Engineer,2001-01-10,9999-01-01,1965-01-03
106242,Nevio,Thisen,Senior Staff,1994-03-25,9999-01-01,1965-02-01
452956,Gou,Thombley,Senior Engineer,1987-04-09,9999-01-01,1965-01-17
33025,Jessie,Thorelli,Senior Staff,1999-12-16,9999-01-01,1965-01-12
87783,Conor,Thorensen,Senior Engineer,1988-02-24,9999-01-01,1965-01-26
29130,Xumin,Thorensen,Staff,1998-04-26,9999-01-01,1965-01-06
292515,Bernd,Thummel,Engineer,1998-08-03,9999-01-01,1965-01-04
86422,Jaewon,Thummel,Senior Staff,1992-09-14,9999-01-01,1965-02-01
41114,Petter,Thummel,Technique Leader,1995-12-24,9999-01-01,1965-01-25
246364,Alper,Tiemann,Engineer,1998-10-29,9999-01-01,1965-01-06
240236,True,Tischendorf,Senior Engineer,1992-01-19,9999-01-01,1965-01-24
423633,Mariusz,Tokunaga,Senior Engineer,1985-02-11,9999-01-01,1965-01-30
292828,Ziya,Tokunaga,Senior Engineer,1995-01-08,9999-01-01,1965-01-10
264167,Baoqiu,Tomescu,Senior Engineer,1996-05-01,9999-01-01,1965-01-25
66643,Jianhao,Tomescu,Engineer,1996-08-26,9999-01-01,1965-01-18
406239,Marek,Tomescu,Senior Engineer,2002-05-15,9999-01-01,1965-01-09
479407,Randi,Tomescu,Senior Engineer,2000-11-25,9999-01-01,1965-01-18
278452,Sudhanshu,Toyoshima,Senior Staff,1993-08-28,9999-01-01,1965-01-07
458111,Florian,Tramer,Engineer,1999-11-07,9999-01-01,1965-01-23
291352,Danai,Trelles,Technique Leader,1992-04-17,9999-01-01,1965-01-07
58990,Palash,Trelles,Engineer,1998-11-18,9999-01-01,1965-01-04
286986,Woody,Trelles,Senior Engineer,1996-05-23,9999-01-01,1965-01-01
46328,Wuxu,Trogemann,Senior Staff,1997-01-27,9999-01-01,1965-01-05
90614,Yonghoan,Trogemann,Engineer,1997-09-23,9999-01-01,1965-01-29
20500,Christoph,Trystram,Senior Staff,1998-10-15,9999-01-01,1965-01-30
253893,Huiqun,Trystram,Senior Engineer,1993-05-10,9999-01-01,1965-01-04
251645,Bezalel,Tsunoo,Senior Staff,2001-06-17,9999-01-01,1965-01-06
409798,Dekang,Tsunoo,Technique Leader,1995-01-19,9999-01-01,1965-01-15
488482,Kensyu,Tsunoo,Engineer,1999-12-05,9999-01-01,1965-01-30
250748,Kish,Turnbull,Senior Engineer,1994-02-10,9999-01-01,1965-01-27
271219,Odoardo,Tyugu,Engineer,1994-11-07,9999-01-01,1965-01-16
432034,Arfst,Uehara,Senior Staff,1993-11-15,9999-01-01,1965-01-24
401420,Florian,Uhrig,Senior Staff,1987-01-31,9999-01-01,1965-01-06
422783,Jagoda,Uhrig,Engineer,1995-09-01,9999-01-01,1965-01-18
61253,Cheong,Uhrik,Senior Engineer,2001-06-04,9999-01-01,1965-01-09
44959,Volkmar,Uhrik,Senior Engineer,1995-01-16,9999-01-01,1965-01-21
41520,Xiong,Uhrik,Senior Engineer,1988-03-21,9999-01-01,1965-01-20
222206,Stein,Uludag,Senior Staff,1995-01-30,9999-01-01,1965-01-21
37070,Jeong,Undy,Senior Staff,1993-02-13,9999-01-01,1965-01-22
69936,Lalit,Unni,Assistant Engineer,1998-12-06,9999-01-01,1965-01-23
22455,Barry,Unno,Senior Staff,1999-11-16,9999-01-01,1965-01-06
84922,Parke,Unno,Engineer,1996-07-01,9999-01-01,1965-01-22
47139,Marco,Usdin,Engineer,1996-10-29,9999-01-01,1965-01-25
233426,Etsuo,Usery,Senior Engineer,2000-03-01,9999-01-01,1965-01-12
440937,Fabrizio,Usery,Senior Staff,1999-10-14,9999-01-01,1965-01-18
478833,Pradeep,Valiente,Senior Engineer,1998-09-19,9999-01-01,1965-01-30
445950,Ebru,Valtorta,Senior Engineer,1997-12-09,9999-01-01,1965-01-23
416892,Shooichi,Vandervoorde,Engineer,1996-08-16,9999-01-01,1965-01-03
491478,Gill,Varman,Senior Staff,1996-06-18,9999-01-01,1965-01-16
431882,Hideo,Varman,Engineer,1997-06-19,9999-01-01,1965-01-21
465409,Shahid,Varman,Senior Staff,1993-08-27,9999-01-01,1965-01-30
53431,Sham,Vasanthakumar,Senior Staff,1985-10-24,9999-01-01,1965-01-12
276186,Sajjad,Vecchi,Senior Staff,1998-06-02,9999-01-01,1965-01-30
96767,Arumugam,Vecchio,Senior Engineer,1992-08-14,9999-01-01,1965-01-07
289909,Hilari,Vecchio,Senior Staff,1998-04-24,9999-01-01,1965-01-09
30007,Kousuke,Vecchio,Senior Engineer,1999-02-23,9999-01-01,1965-01-24
424685,Changho,Veevers,Senior Staff,1997-03-03,9999-01-01,1965-01-10
249504,Dmitry,Velardi,Senior Engineer,2000-02-29,9999-01-01,1965-01-07
72232,Naraig,Veldwijk,Senior Engineer,1996-07-10,9999-01-01,1965-01-10
27767,Tooru,Veldwijk,Senior Staff,2000-11-21,9999-01-01,1965-01-27
429532,Bartek,Vendrig,Senior Staff,1996-11-11,9999-01-01,1965-01-25
39000,Martijn,Vendrig,Senior Staff,2002-03-03,9999-01-01,1965-01-08
492217,Heekeun,Verhaegen,Senior Engineer,1991-09-28,9999-01-01,1965-01-16
459429,Mohit,Verhaegen,Senior Staff,1999-05-28,9999-01-01,1965-01-14
466509,Bezalel,Verhoeff,Senior Engineer,1993-03-22,9999-01-01,1965-01-26
41357,Willard,Vernadat,Engineer,1997-03-04,9999-01-01,1965-01-06
286779,Sigeru,Versino,Engineer,1998-08-31,9999-01-01,1965-01-24
409391,Willard,Verspoor,Engineer,1999-02-28,9999-01-01,1965-01-06
214634,Shirish,Vickson,Senior Engineer,1997-10-24,9999-01-01,1965-01-12
29380,Satoru,Vidal,Assistant Engineer,1998-05-02,9999-01-01,1965-01-30
216573,Ashish,Vidya,Senior Engineer,1995-06-16,9999-01-01,1965-01-29
84508,Tommaso,Vidya,Engineer,1998-05-02,9999-01-01,1965-01-17
426958,Weijing,Viele,Senior Engineer,1993-10-03,9999-01-01,1965-01-19
425535,Alagu,Vieri,Senior Staff,1992-08-22,9999-01-01,1965-01-18
47702,Juyoung,Vieri,Senior Staff,1999-08-12,9999-01-01,1965-01-21
207980,Remko,Vieth,Senior Staff,1999-11-22,9999-01-01,1965-01-07
490557,Luise,Vigier,Senior Engineer,2001-07-01,9999-01-01,1965-01-27
477350,Terresa,Vigier,Staff,1998-07-08,9999-01-01,1965-01-01
447999,Shiv,Vilarrasa,Senior Engineer,1995-08-01,9999-01-01,1965-01-05
71141,Sajjad,Vitiello,Senior Staff,1997-02-16,9999-01-01,1965-01-02
58384,Mariusz,Vural,Senior Engineer,2001-11-14,9999-01-01,1965-01-22
262328,Mayuko,Vural,Staff,1997-12-24,9999-01-01,1965-01-03
72190,Sajjad,Waeselynck,Engineer,1999-09-13,9999-01-01,1965-01-19
424984,Vasilis,Waleschkowski,Engineer,1996-05-26,9999-01-01,1965-01-11
109703,Arco,Walston,Engineer,1999-08-16,9999-01-01,1965-01-17
107828,Ramya,Walston,Senior Staff,1995-02-03,9999-01-01,1965-01-26
93220,Richara,Walston,Senior Engineer,1996-08-27,9999-01-01,1965-01-11
35044,Jiang,Waschkowski,Senior Engineer,1997-05-27,9999-01-01,1965-01-04
43154,Maha,Waterhouse,Senior Staff,2002-07-04,9999-01-01,1965-01-13
274369,Ranga,Waymire,Senior Staff,1997-01-27,9999-01-01,1965-01-29
450255,Udo,Waymire,Technique Leader,1986-06-14,9999-01-01,1965-01-31
89941,Arnould,Weedman,Senior Staff,1989-07-28,9999-01-01,1965-01-23
74200,Holgard,Weiland,Senior Engineer,1991-09-24,9999-01-01,1965-01-16
80067,Kazuhisa,Weiland,Senior Staff,1991-11-09,9999-01-01,1965-01-19
274071,Mingsen,Weiland,Staff,1995-10-12,9999-01-01,1965-01-01
459356,Pramod,Wendorf,Engineer,1998-12-25,9999-01-01,1965-01-21
278549,Jaana,Werthner,Senior Staff,1997-07-27,9999-01-01,1965-01-02
61147,Leszek,Werthner,Staff,1999-03-03,9999-01-01,1965-01-30
52970,Lobel,Werthner,Senior Engineer,1997-03-17,9999-01-01,1965-01-22
408447,Mayuri,Werthner,Senior Staff,1999-08-19,9999-01-01,1965-01-13
414814,Dayanand,Wielonsky,Staff,1999-02-15,9999-01-01,1965-01-28
469366,Aiman,Wilfing,Senior Engineer,1999-12-30,9999-01-01,1965-01-12
82098,Poornachandra,Wilharm,Senior Engineer,1998-04-20,9999-01-01,1965-01-25
414897,Juyoung,Willoner,Senior Staff,1994-11-03,9999-01-01,1965-01-17
245164,Filipp,Winter,Senior Engineer,2001-10-24,9999-01-01,1965-01-23
109252,Moty,Winter,Technique Leader,1991-04-28,9999-01-01,1965-01-15
429249,Alassane,Wolniewicz,Senior Engineer,1993-10-06,9999-01-01,1965-01-28
204246,Arve,Worfolk,Senior Staff,1990-04-01,9999-01-01,1965-01-09
444099,Kousuke,Worfolk,Senior Staff,1997-03-22,9999-01-01,1965-01-28
86546,Oldrich,Woycyznski,Senior Engineer,1990-05-15,9999-01-01,1965-01-09
24377,Lubomir,Wroclawski,Senior Engineer,2000-07-25,9999-01-01,1965-01-25
44962,Sariel,Wynblatt,Assistant Engineer,1996-05-18,9999-01-01,1965-01-16
416720,Tokuyasu,Xiaoshan,Senior Engineer,1998-09-19,9999-01-01,1965-01-14
275495,Shen,Yamaashi,Staff,1995-02-19,9999-01-01,1965-01-13
89161,Conal,Yetto,Senior Staff,1999-01-12,9999-01-01,1965-01-07
205699,Youjian,Yetto,Senior Staff,2000-12-06,9999-01-01,1965-01-31
19350,Satoru,Yoshizawa,Senior Staff,1999-03-27,9999-01-01,1965-01-19
229098,Berry,Yurek,Senior Staff,1995-08-16,9999-01-01,1965-01-08
52770,Shugo,Yurek,Senior Staff,1998-08-28,9999-01-01,1965-01-31
405063,Yechezkel,Yurov,Senior Engineer,1998-11-30,9999-01-01,1965-01-26
471911,Arun,Zaccaria,Engineer,1998-05-31,9999-01-01,1965-01-14
94761,Hitofumi,Zaccaria,Senior Engineer,1997-11-22,9999-01-01,1965-01-27
222878,Annemarie,Zallocco,Senior Engineer,1996-05-27,9999-01-01,1965-01-10
424805,Jacqueline,Zallocco,Senior Staff,1994-12-17,9999-01-01,1965-01-24
58454,Ziya,Zambonelli,Engineer,1999-06-29,9999-01-01,1965-01-25
219497,Moie,Zastre,Technique Leader,1991-10-11,9999-01-01,1965-01-22
417435,Bouchung,Zaumen,Senior Staff,1999-01-29,9999-01-01,1965-01-03
455175,Soenke,Zaumen,Senior Staff,1998-02-21,9999-01-01,1965-01-14
286026,Utpal,Zaumen,Senior Staff,1997-02-24,9999-01-01,1965-01-21
210292,Lihong,Zeilberger,Staff,1996-04-28,9999-01-01,1965-01-18
270794,Dannz,Zhang,Senior Staff,1991-06-26,9999-01-01,1965-02-01
457832,Jackson,Zielinski,Senior Engineer,1997-09-12,9999-01-01,1965-02-01
220582,Poornachandra,Zielinski,Senior Staff,2001-02-12,9999-01-01,1965-01-08
471397,Nigel,Zirintsis,Engineer,1999-01-03,9999-01-01,1965-02-01
482354,Jayson,Zockler,Staff,1999-11-06,9999-01-01,1965-01-23
251814,Mitsuyuki,Zockler,Technique Leader,1998-09-14,9999-01-01,1965-01-01
258124,Mariusz,Zolotykh,Senior Staff,1990-07-28,9999-01-01,1965-01-17
447376,Kirk,Zongker,Staff,1999-12-10,9999-01-01,1965-01-07
263649,Mechthild,Zongker,Senior Staff,1993-07-26,9999-01-01,1965-01-17
292404,Hongzue,Zultner,Senior Staff,1990-02-22,9999-01-01,1965-01-28
488693,Jiong,Zultner,Senior Engineer,1993-03-10,9999-01-01,1965-01-27
31341,Oksana,Zultner,Senior Staff,1997-03-22,9999-01-01,1965-01-01
425540,Paddy,Zumaque,Senior Staff,1995-11-12,9999-01-01,1965-01-03
104133,Pranjal,Zyda,Senior Staff,1998-07-03,9999-01-01,1965-01-31
